1281.0;652.0;7788.0
611.0;652.0;7788.0
601.0;652.0;7788.0
565.0;652.0;7788.0
637.0;652.0;7788.0
520.0;652.0;7788.0
606.0;652.0;7788.0
543.0;652.0;7788.0
697.0;652.0;7788.0
601.0;652.0;7788.0
648.0;652.0;7788.0
550.0;652.0;7788.0
658.0;652.0;7788.0
621.0;652.0;7788.0
525.0;652.0;7788.0
556.0;652.0;7788.0
601.0;652.0;7788.0
647.0;652.0;7788.0
606.0;652.0;7788.0
714.0;652.0;7788.0
568.0;652.0;7788.0
591.0;652.0;7788.0
615.0;652.0;7788.0
574.0;652.0;7788.0
605.0;652.0;7788.0
504.0;652.0;7788.0
593.0;652.0;7788.0
639.0;652.0;7788.0
554.0;652.0;7788.0
561.0;652.0;7788.0
860.0;652.0;7788.0
655.0;652.0;7788.0
550.0;652.0;7788.0
544.0;652.0;7788.0
606.0;652.0;7788.0
511.0;652.0;7788.0
598.0;652.0;7788.0
681.0;652.0;7788.0
517.0;652.0;7788.0
563.0;652.0;7788.0
545.0;652.0;7788.0
592.0;652.0;7788.0
508.0;652.0;7788.0
614.0;652.0;7788.0
638.0;652.0;7788.0
535.0;652.0;7788.0
635.0;652.0;7788.0
581.0;652.0;7788.0
547.0;652.0;7788.0
578.0;652.0;7788.0
591.0;652.0;7788.0
575.0;652.0;7788.0
568.0;652.0;7788.0
576.0;652.0;7788.0
594.0;652.0;7788.0
598.0;652.0;7788.0
620.0;652.0;7788.0
584.0;652.0;7788.0
655.0;652.0;7788.0
533.0;652.0;7788.0
527.0;652.0;7788.0
561.0;652.0;7788.0
620.0;652.0;7788.0
544.0;652.0;7788.0
667.0;652.0;7788.0
609.0;652.0;7788.0
761.0;652.0;7788.0
577.0;652.0;7788.0
504.0;652.0;7788.0
608.0;652.0;7788.0
535.0;652.0;7788.0
572.0;652.0;7788.0
716.0;652.0;7788.0
663.0;652.0;7788.0
649.0;652.0;7788.0
567.0;652.0;7788.0
727.0;652.0;7788.0
625.0;652.0;7788.0
538.0;652.0;7788.0
763.0;652.0;7788.0
614.0;652.0;7788.0
554.0;652.0;7788.0
638.0;652.0;7788.0
582.0;652.0;7788.0
553.0;652.0;7788.0
546.0;652.0;7788.0
576.0;652.0;7788.0
640.0;652.0;7788.0
534.0;652.0;7788.0
502.0;652.0;7788.0
644.0;652.0;7788.0
675.0;652.0;7788.0
690.0;652.0;7788.0
549.0;652.0;7788.0
640.0;652.0;7788.0
550.0;652.0;7788.0
554.0;652.0;7788.0
553.0;652.0;7788.0
647.0;652.0;7788.0
517.0;652.0;7788.0
569.0;652.0;7788.0
534.0;652.0;7788.0
540.0;652.0;7788.0
647.0;652.0;7788.0
609.0;652.0;7788.0
652.0;652.0;7788.0
635.0;652.0;7788.0
519.0;652.0;7788.0
648.0;652.0;7788.0
575.0;652.0;7788.0
